country,year,uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Kenya,2018,uniqueid_2767,No,Rural,Yes,1,91,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2768,No,Rural,Yes,5,30,Female,Other relative,Single/Never Married,Vocational/Specialised training,Remittance Dependent
Kenya,2018,uniqueid_2769,No,Rural,Yes,6,44,Female,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2770,No,Rural,Yes,4,46,Male,Child,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_2771,No,Urban,Yes,3,26,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2772,No,Urban,Yes,5,25,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_2773,Yes,Rural,Yes,9,54,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government
Kenya,2018,uniqueid_2774,No,Rural,Yes,8,18,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2775,Yes,Urban,Yes,3,47,Female,Spouse,Married/Living together,Vocational/Specialised training,Farming and Fishing
Kenya,2018,uniqueid_2776,No,Rural,Yes,6,32,Male,Head of Household,Married/Living together,Tertiary education,Farming and Fishing
Kenya,2018,uniqueid_2777,Yes,Rural,No,2,86,Male,Head of Household,Married/Living together,Primary education,Government Dependent
Kenya,2018,uniqueid_2778,No,Urban,Yes,1,36,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
Kenya,2018,uniqueid_2779,Yes,Rural,Yes,5,53,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2780,No,Rural,No,7,33,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2781,No,Urban,Yes,5,35,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_2782,No,Rural,Yes,4,35,Male,Child,Dont know,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2783,No,Rural,Yes,7,54,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2784,Yes,Rural,Yes,4,60,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2785,Yes,Rural,Yes,4,68,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2786,Yes,Rural,Yes,4,68,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2787,Yes,Rural,Yes,7,53,Female,Head of Household,Widowed,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2788,No,Urban,Yes,4,47,Male,Head of Household,Divorced/Seperated,Primary education,Formally employed Private
Kenya,2018,uniqueid_2789,No,Urban,Yes,3,41,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_2790,No,Rural,Yes,4,40,Male,Head of Household,Married/Living together,Vocational/Specialised training,Informally employed
Kenya,2018,uniqueid_2791,No,Rural,Yes,6,39,Male,Child,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_2792,Yes,Rural,Yes,3,55,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2793,No,Rural,No,2,68,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2794,Yes,Urban,Yes,1,20,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private
Kenya,2018,uniqueid_2795,No,Urban,Yes,5,25,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2796,No,Rural,Yes,6,63,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2797,Yes,Urban,Yes,1,30,Female,Head of Household,Single/Never Married,Secondary education,Formally employed Private
Kenya,2018,uniqueid_2798,Yes,Urban,Yes,3,24,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2799,No,Urban,No,6,16,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2800,No,Rural,Yes,4,54,Female,Head of Household,Widowed,Secondary education,Self employed
Kenya,2018,uniqueid_2801,No,Rural,Yes,8,53,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2802,No,Rural,Yes,1,40,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Government
Kenya,2018,uniqueid_2803,No,Rural,Yes,8,56,Male,Head of Household,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_2804,No,Rural,Yes,5,16,Female,Child,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_2805,No,Urban,Yes,4,32,Female,Head of Household,Single/Never Married,Primary education,Formally employed Private
Kenya,2018,uniqueid_2806,No,Rural,Yes,10,38,Female,Spouse,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_2807,No,Rural,Yes,1,55,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2808,No,Urban,Yes,6,40,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2809,No,Rural,No,3,78,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2810,No,Rural,Yes,2,56,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2811,No,Rural,Yes,6,37,Male,Head of Household,Married/Living together,No formal education,Informally employed
Kenya,2018,uniqueid_2812,Yes,Urban,Yes,1,25,Male,Head of Household,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_2813,No,Rural,Yes,8,38,Male,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2814,No,Urban,Yes,6,23,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2815,Yes,Urban,Yes,4,42,Female,Head of Household,Widowed,Primary education,Self employed
Kenya,2018,uniqueid_2816,No,Urban,Yes,5,25,Male,Child,Single/Never Married,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2817,No,Urban,Yes,7,36,Male,Head of Household,Married/Living together,No formal education,Other Income
Kenya,2018,uniqueid_2818,Yes,Urban,Yes,2,21,Male,Other relative,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_2819,No,Rural,No,2,71,Female,Spouse,Single/Never Married,No formal education,Remittance Dependent
Kenya,2018,uniqueid_2820,No,Rural,Yes,7,58,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2821,No,Rural,No,1,76,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2822,No,Rural,Yes,5,43,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_2823,No,Urban,Yes,2,28,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2824,No,Rural,Yes,5,24,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2825,No,Rural,Yes,4,40,Female,Spouse,Married/Living together,No formal education,Remittance Dependent
Kenya,2018,uniqueid_2826,Yes,Urban,Yes,2,22,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2827,Yes,Urban,Yes,2,22,Female,Spouse,Married/Living together,Vocational/Specialised training,Remittance Dependent
Kenya,2018,uniqueid_2828,Yes,Urban,Yes,7,52,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2829,No,Urban,Yes,6,30,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Kenya,2018,uniqueid_2830,No,Urban,Yes,5,30,Female,Head of Household,Married/Living together,No formal education,Informally employed
Kenya,2018,uniqueid_2831,No,Rural,Yes,3,53,Female,Head of Household,Single/Never Married,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2832,No,Rural,No,6,30,Female,Spouse,Married/Living together,No formal education,Remittance Dependent
Kenya,2018,uniqueid_2833,Yes,Rural,Yes,6,33,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2834,Yes,Urban,Yes,4,36,Female,Other relative,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_2835,No,Rural,Yes,6,26,Male,Child,Married/Living together,Vocational/Specialised training,Farming and Fishing
Kenya,2018,uniqueid_2836,Yes,Rural,Yes,4,48,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government
Kenya,2018,uniqueid_2837,No,Rural,No,3,52,Female,Head of Household,Widowed,Primary education,Informally employed
Kenya,2018,uniqueid_2838,No,Rural,Yes,6,18,Male,Child,Single/Never Married,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2839,Yes,Rural,Yes,2,76,Female,Spouse,Married/Living together,Primary education,Government Dependent
Kenya,2018,uniqueid_2840,No,Urban,Yes,5,40,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2841,Yes,Urban,Yes,3,28,Female,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2842,No,Urban,Yes,1,38,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Self employed
Kenya,2018,uniqueid_2843,No,Urban,Yes,5,20,Female,Parent,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_2844,No,Urban,No,5,16,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2845,No,Urban,Yes,3,26,Female,Child,Single/Never Married,Primary education,Self employed
Kenya,2018,uniqueid_2846,No,Urban,Yes,1,21,Male,Head of Household,Single/Never Married,Primary education,Self employed
Kenya,2018,uniqueid_2847,No,Rural,Yes,3,40,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2848,No,Rural,No,10,18,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2849,No,Rural,Yes,5,28,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2850,No,Urban,Yes,4,25,Female,Spouse,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_2851,No,Rural,Yes,6,29,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2852,No,Urban,Yes,4,43,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent
Kenya,2018,uniqueid_2853,Yes,Urban,Yes,4,28,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private
Kenya,2018,uniqueid_2854,No,Rural,No,1,69,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2855,Yes,Urban,Yes,5,17,Female,Child,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_2856,No,Rural,No,2,18,Male,Other relative,Single/Never Married,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2857,No,Rural,Yes,5,23,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2858,No,Urban,Yes,2,46,Female,Head of Household,Divorced/Seperated,Secondary education,Informally employed
Kenya,2018,uniqueid_2859,No,Urban,Yes,2,30,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_2860,No,Rural,Yes,5,50,Female,Head of Household,Widowed,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2861,Yes,Urban,Yes,1,37,Female,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private
Kenya,2018,uniqueid_2862,No,Rural,No,4,42,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2863,No,Urban,Yes,5,22,Male,Other relative,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_2864,No,Rural,No,4,80,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Kenya,2018,uniqueid_2865,Yes,Rural,Yes,2,35,Female,Head of Household,Widowed,Primary education,Informally employed
Kenya,2018,uniqueid_2866,No,Rural,Yes,5,22,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2867,No,Rural,Yes,2,31,Male,Other non-relatives,Single/Never Married,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_2868,Yes,Urban,Yes,6,24,Male,Other relative,Single/Never Married,Tertiary education,Remittance Dependent
Kenya,2018,uniqueid_2869,No,Rural,Yes,5,19,Male,Other non-relatives,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_2870,No,Rural,Yes,6,55,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2871,No,Urban,Yes,2,53,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_2872,No,Rural,Yes,4,25,Male,Child,Single/Never Married,Tertiary education,Farming and Fishing
Kenya,2018,uniqueid_2873,No,Rural,No,6,16,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2874,No,Rural,Yes,4,45,Female,Head of Household,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_2875,No,Urban,No,3,50,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_2876,No,Rural,Yes,4,16,Female,Child,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2877,Yes,Rural,Yes,5,36,Female,Spouse,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_2878,No,Rural,Yes,2,18,Male,Other relative,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_2879,Yes,Urban,Yes,4,28,Female,Spouse,Married/Living together,Vocational/Specialised training,Remittance Dependent
Kenya,2018,uniqueid_2880,No,Rural,No,11,17,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2881,No,Rural,No,5,32,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_2882,No,Urban,Yes,2,64,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2883,No,Urban,No,2,16,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_2884,Yes,Rural,Yes,6,76,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_2885,No,Rural,Yes,1,26,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Kenya,2018,uniqueid_2886,Yes,Urban,Yes,2,34,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_2887,No,Urban,Yes,13,37,Female,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_2888,No,Urban,Yes,4,58,Female,Head of Household,Widowed,Primary education,Self employed
Kenya,2018,uniqueid_2889,No,Urban,Yes,3,35,Female,Spouse,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_2890,No,Rural,Yes,5,56,Female,Head of Household,Widowed,Primary education,Self employed
Kenya,2018,uniqueid_2891,Yes,Urban,Yes,7,35,Male,Head of Household,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_2892,No,Urban,No,1,20,Female,Head of Household,Single/Never Married,Primary education,Self employed
Kenya,2018,uniqueid_2893,No,Urban,Yes,3,51,Female,Spouse,Married/Living together,Primary education,Other Income
Kenya,2018,uniqueid_2894,Yes,Rural,Yes,8,40,Female,Spouse,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_2895,No,Rural,Yes,6,36,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_2896,Yes,Urban,Yes,5,21,Female,Child,Single/Never Married,Tertiary education,Formally employed Private
Kenya,2018,uniqueid_2897,Yes,Urban,Yes,5,50,Male,Head of Household,Married/Living together,Secondary education,Informally employed
